Run,Runtime (s),F1 Score (bipartite contains rule),Precision,Recall,CPU Energy (J),GPU Energy (J),"CPU Power (avg, W)","GPU Power (avg, W)","GPU Power (max, W)","CPU RAM (avg, MB)","GPU VRAM (avg, MB)"
1,7628.0934,0.7733,0.9079,0.6734,255474.6338,507828.5959,33.4913,66.5735,71.4860,10320.72,5692.99
Average,7628.0934,0.7733,0.9079,0.6734,255474.6338,507828.5959,33.4913,66.5735,71.4860,10320.72,5692.99
